index,text,chapter,offensive
977,"They are known as the ""Tombs of the Kings,"" but are sometimes called the ""Ming Tombs,"" the same as the royal tombs near Pekin.",41,0
978,"The ancient royal tombs, both at Pekin and Nankin, are approached by a dromos or avenue of stone figures.",41,0
979,"They include human figures, seemingly those of warriors and priests, figures of lions, horses, camels and elephants; they are ranged along either side of what has once been a well-paved way, sometimes in single pairs and sometimes in doubles.",41,0
980,"While the art displayed in the hewing out of these colossal figures is not of the highest order, the amount of labor required and the mechanical appliances necessary are truly wonderful.",41,0
981,The backs of the elephants are covered with stones; whether placed there by the sport of boys or whether they possess some commemorative significance I could not learn.,41,0
982,"Gigantic figures of elephants similar to these at the ""Ming Tombs"" near Pekin, are known to have been transported for over a hundred miles by primitive methods.",41,0
983,"I made views of other figures along this monumental highway to the grave of the great Hung Wu, but I have no space for them, and we shall return to the river, only stopping on our way to examine a bamboo plantation.",41,0
984,I have already called your attention to rice as the most universal food product and the most useful cereal in the world.,42,0
985,"The bamboo belongs to the grass family, and, because of its gigantic size, its great utility, its unsurpassed gracefulness and beauty, it has properly been called the ""King of the Grasses.""",42,0
986,"It may be ordinary and uninteresting to you, but it is an arboreal pet of mine, and you must pardon me if I dwell for a little upon it.",42,0
987,"and uses, and among all plants which have reached the dignity of a tree, both for usefulness and for beauty, the bamboo is peerless.",42,0
988,Many years ago I was engaged by the Wizard of Menlo Park to encircle the globe and to ransack all tropical jungles in search of a superior fiber for the incandescent light.,42,0
989,"Equipped with a full set of implements for drawing out and carbonizing fibers, I spent a year among the bamboos of India, Ceylon, Burmah, Malay Peninsula, China and Japan.",42,0
990,"I found about eighty different varieties in the island of Ceylon; about sixty scattered over Hindostan, between Cape Comorin and the Himalayan Range; something like eighty in Burmah and the Malayan Peninsula; nearly the same in China and Japan.",42,0
991,"You may see, therefore, I have had some opportunities to become familiar with the bamboo and can assure you familiarity, in this case, has not bred contempt.",42,0
992,Those who have not seen the bamboo growing in its native climate can have no proper idea of its matchless grace and beauty.,42,-1
993,"The average bamboo is about fifty feet in height and five inches in diameter, although the largest species, the giant bamboo (bambusa gigantia), found in Burmah and Ceylon, sometimes reaches a height of one hundred and fifty feet with a diameter of ten to fourteen inches.",42,0
994,In Ceylon I have seen clumps of over a hundred swaying gracefully in the breeze and towering skyward to a great height.,42,0
995,"The bamboo here is a small variety, not over two inches in diameter and twenty feet in height, but you see how straight and symmetrical the stalks are; how the whole stem is divided into joints or articulations, separated by an internode or knot; this is nature's ingenious way of giving great strength to a light and slender stalk.",42,0
996,"The septum, or partition at the joint, extends across the stalk and is impervious to air and water, so that each joint can be used as a receptacle for many purposes.",42,0
997,"For measures, from a gill to a gallon or several gallons, one has only to cut a joint of the right size and length.",42,0
998,The rapidity of its growth is almost incredible; sometimes three and four inches in a single day.,42,0
999,It is said that its growth is complete in one year; in confirmation of this a tea-planter in Ceylon showed me a clump.,42,0
1000,"which we estimated at fully seventy-five feet in height, the shoots of which were planted only eighteen months previous.",42,0
1001,"This is another wonderful provision of nature, since, growing in close masses, lateral branches could not develop while a young shoot is growing upward among old stalks.",42,0
1002,"When the tree grows older a curious liquid is secreted in those hollow joints, which forms an agreeable beverage.",42,0
1003,"If this liquid is allowed to remain in the tree, it becomes a concrete substance called tabascheer, which is highly valued for its medicinal properties.",42,0
1004,"This substance, after a time, loses its liquid nature and is found to contain silicious earth, which resists the impression of all acids and with alkalies becomes a transparent glass.",42,0
1005,Many bamboos absorb from the soil a large percentage of silica; hence the strong flinty nature of its fiber.,42,0
1006,The bamboo shoot comes from the ground much like that of the asparagus-the sprouts as thick as the full-grown tree; when six or eight inches above the ground it is edible and has many culinary uses; it is boiled as a vegetable; it is salted and eaten with rice; it makes an excellent pickle; it is also used for sweetmeats or preserves; a decoction made from the leaves is used for coughs.,42,0
1007,"There are millions of Oriental people whose houses are built altogether of it; vessels are fitted for sea, entirely of bamboo; ropes of all sizes are made from it; I have seen three-inch cables made of braided strands of bamboo.",42,0
1008,Masts of ships of five hundred tons are built up of many stalks bound together.,42,0
1009,"Three or four sections of large bamboo make a superior catamaran, the joints being water-tight.",42,0
1010,"In the Himalayan Mountains I have seen water conducted for many miles from springs and lakes to the plains below through bamboos used as pipes, the small end of one connecting with the large end of another, the joints or septa being removed.",42,0
1011,"The roots are carved into fantastic images; the leaves are used for thatch; rain-coats are also made from them and sold at twenty cents each; the wood, when cut into splints, is sewed into window curtains and door screens and plaited into awnings; the shavings are used for filling pillows.",42,0
1012,"Chairs, tables and mattresses, cooking utensils, umbrellas, fans, chop-sticks, bedsteads, agricultural implements, harness, fishing-tackle, baskets, traps of every sort, from the cricket trap to the tiger trap, are made of it.",42,0
1013,"Two clumps of bamboo will furnish the entire material for a comfortable house in Southern China, at a cost of five dollars.",42,0
1014,"I have heard an old Jersey woman threaten her recalcitrant progeny with a * quince sucker ""; I have heard of a crispin government by the “slipper"" and of the ""birch"" persuasive; but in China the ""bamboo"" is the universal court of appeal; indeed, it may be considered co-ordinate, in general legislation, with the legislative and executive powers of the empire.",42,0
1015,"It is impossible to enumerate more than a fraction of the many uses of this royal reed; and those in this small plantation give little idea of the stately beauty of the Giant Bamboo, rising one hundred and fifty feet, a veritable arboreal monarch, overtopping all other trees, in the tropical world, and surpassing all others, both in majesty and utility.",42,0
1016,Our two dusky companions have listened patiently to my eulogy of their inanimate benefactors and I will not detain them nor you longer.,42,0
1017,"We shall hasten to board a steamer for Shanghai, and on the following morning we are once more in the busy streets of the European Settlement.",42,0
1018,"Even before we set out on our itinerary at Hongkong, in January, a slight agitation in the political world was caused by the abdication of Emperor Kwangsu.",42,0
1019,Early in the following May an uprising in the northern provinces of Shansi and Pichili began to create alarm.,42,0
1020,"Chief among these were the I-Ho-Chuan, or, ""Fist of Righteous Harmony,"" and the Ta-Tao-Hui-"" Sword Society.""",42,0
1021,"All members of these organizations became known as Boxers, which is a free interpretation of the literal""Fist of Righteous Harmony.""",42,0
1022,And now we must change our field of observation from peaceful aspects of Chinese life to that latest Chinese crisis widely known as the Boxer uprising.,42,0
1023,During the time we have been up the Yang-tse many stirring events have transpired; seventy native Christians have been massacred at Paoting-fu.,42,0
1024,"On May 29, 1900, the very day on which we started from Hankow in the house-boat, the Boxers attacked the railway station near Pekin and cut off communication with Tien-tsin and the outside world.",42,0
1025,"On the 12th of June an additional international force, two thousand strong, had started from Tien-tsin under Admiral Seymour.",42,0
1026,"Next, word came that the forts at Taku had been captured with a loss to the Chinese of four hundred, and of twenty-one to the fleet.",42,0
1027,"I hurried to the post for mail and then to the Consulate, where I found awaiting me a dispatch directing me to proceed at once to Taku.",42,-1
1028,"I hastened to the different steamship offices, and, fortunately, found a boat which was to sail for Cheefoo on the following morning.",42,0
1029,"Two and a half days was required to reach that port, which is only about twelve hours from Taku (see map of Eastern China, Map No. 2).",42,0
1030,"Notwithstanding all that has been said and written about Boxers and the Boxer movement, it is very difficult to determine the cause and object of this uprising.",42,0
1031,"It is generally admitted, as I have elsewhere stated, that the Chinese are a docile and peace-loving people, and yet, social agitations are not infrequent, and the great Taiping Rebellion, in which over twenty million lives were sacrificed, occurred only forty years ago.",42,1
1032,"It will scarcely be denied that want sows the seeds of revolution and rebellion, and when the struggle for existence becomes general and prolonged, suffering humanity will organize into protective unions, or into I-HoChuan Societies.",42,0
1033,"China's great fertility and her vast territorial area are sometimes insufficient for her teeming millions, especially in the North, where whole provinces are often famine-stricken by reason of flood or drought or pestilence.",42,0
1034,"The Taiping Rebellion, the most bloody, disastrous and long-continued that has occurred in China in modern times, was inaugurated by a secret organization of insurrectionaries with the usual high-sounding name, Taipings, which signifies ""grand peace,"" with the ostensible purpose of overthrowing the Manchu dynasty, whose corrupt and oppressive administration of affairs had exhausted the patience as well as the earnings of the people; in other words, it was hunger that brought about that bloody revolution.",42,0
1035,"A few years ago about ten millions are said to have died of starvation in the northern provinces bordering on the Hoang Ho, a river which has been called “China's Sorrow,"" because of the loss of life caused by flood, famine and pestilence.",42,0
1036,"While, then, I regard stress. of environment as the primal cause of nearly all insurrectionary uprisings, the immediate causes often appear to be something quite different to the ignorant and unreasoning insurgent.",42,0
1037,"The Boxer, in his struggle for existence, sees the cause in commercial encroachments; he sees the railway driving his wheelbarrow and carrypole out of business; he sees the steamboat supplanting the house-boat and the sampan; he sees the modern carriage and bicycle relegating the sedan chair; he sees all kinds of machinery interfering with his manual labor.",42,0
1038,"I believe that any of us with a mind cast in the same mould and with the same training for generations, would be little, if any, different.",42,-1
1039,"An illiterate and superstitious populace will never discover first causes; struggle and stress of circumstances, then, sets the Boxer to looking around for the immediate cause of his ill conditions; he may turn against the ruling dynasty, or against the introduction of railroads, or against coercive land-grabs, or against the beneficent hand which has come from distant lands to lift him into better conditions.",42,1
1040,Then there are Boxer leaders and Boxer followers-the more intelligent and the ignorant horde who will play the Boxer for plunder.,42,0
1041,"When times are dull and distress prevails, a popular howl goes up against the government administration, or an army of malcontents marches on Washington, or a wailing and lamentation is heard about unrestricted immigration.",42,0
1042,"Throughout all nature there must always be a certain amount of imperfection; the consequence is distress; the attempted remedy is I-Ho-Chuan Societies, under many different names.",42,-1
1043,"I use the words ""must always be"" advisedly; some I know will not agree with this; but I mean, of course, until the millennial days when the rose shall be thornless and the bee shall be without sting and when ""the lamb and the lion shall lie down together.""",42,0
1044,"Until then human nature will continue to be human nature, or, in other words, there shall continue to be wars and rumors of wars,"" and Boxers of many sorts.",42,0
1045,"As I entered the harbor of Cheefoo (see map of Eastern China, Map No. 2) two grim men-of-war anchored in the offing emphasized the fact to me that I was nearing the theater of impending war.",42,0
1046,"Two forts, one on either side of the city, bristling with heavy ordnance, command the harbor and the town.",42,0
1047,"Big guns are always grim visaged, but when loaded and trained on an enemy there is mortal gravity in their sullen muzzles.",42,0
1048,"These forts are on high bluffs, one a mile east and the other about the same distance west of the city; with glasses all the movements of the men at the forts could be seen.",42,0
1049,"Cheefoo is a large city, and while no overt acts of hostility had thus far occurred, large numbers of Boxers were reported to be in the vicinity, and the most trifling affair would be sufficient to turn the treacherous hordes of the city into a fiendish mob.",42,0
1050,"The giant English cruiser ""Terrible"" lay at anchor a mile off shore, with her decks cleared for action and her monstrous black broadside grim with vengeful guns trained on the forts.",42,0
1051,This gave a slight feeling of security; yet it was well known that the forts could lay waste the city in a few hours.,42,0
1052,"43. Cheefoo, One of China's Important Seaports, from Signal Tower, Looking East.",43,0
1053,"We are looking slightly south of east toward the rocky, barren hills which encircle the bay at some distance.",43,0
1054,Those hills extend on the left to the sea and terminate in a promontory on which is located one of the forts mentioned.,43,0
1055,Several Europeans have their homes at the foot of those hills; you can faintly distinguish one near the center of our field of vision a trifle to the right.,43,0
1056,"Fearing an attack from the Boxers, they gathered a few more valuable articles and hastened to the security of the settlement, leaving their home in the care of native servants.",43,0
1057,"The Foreign Concession includes all that flat land lying near the water, and the French Consulate lies midway between the little English church near the beach and the farthest limit of our vision.",43,0
1058,"The first building on this side of the small church, with shrubbery in front, is a hotel; a second hotel stands next to the one just designated and on the opposite side of a narrow street leading out to the beach between them.",43,0
1059,"The nearer building with four windows in a line toward us is the Club House, before which on the beach several modern row-boats are drawn out.",43,0
1060,"We are here looking southeast, and Taku is toward the northwest, and nearly half-way between us and Taku, at the time I was here, lay the U. S. battleship ""Oregon"" fast upon the rocks.",43,0
1061,"You see the English flag on the yard of the signal-staff; this, with the one black ball, indicates the movement of an English ship, probably the arrival or departure of a warship.",43,0
1062,"Those hotels were filled with missionaries and other refugees; bedding, boxes and bundles filled the courts of the hotels; some had come from stations in the interior, some from Tien-tsin, others from Pekin by the last train before the railway was destroyed.",43,0
1063,"some were awaiting a ship for Chemulpo in Corea, some were bound for Japan, others for Shanghai and ports southward, and many for their homes in Europe and America.",43,0
1064,"There were all kinds and orders of men, women and children; there were arrivals and departures of refugees daily and hourly; the Consuls were busy, each looking after his own people.",43,0
1065,The American Consul had chartered a ship and sent it to bring some seventyfive missionaries from a remote station.,43,0
1066,"The missionaries are here landing from sampans, carrying their children and portable belongings; they lined timidly from the boats to the hotels-a matron leading a child, a father carrying a babe, a band of coolies carrying baggage, a man with a tennis set, another mournfully pushing a disabled bicycle-all with the same dual expression on their countenances, that of long anxiety and final deliverance.",44,0
1067,"I was surprised to see so many children among the missionaries, but my surprise was quite moderated when I learned that there is a premium on progeny in the mission fields; and that for each child born an annuity is added to the income of the lucky parents.",44,0
1068,"The ship chartered by the Consul lies out at anchor; some are landing here, others on the beach near the hotels we saw from our last position.",44,0
1069,Even these northern points in China for two or three months in summer are intensely hot.,44,0
1070,"To be prepared for an unexpected attack, many of the Europeans kept sampans in readiness by which they could, on a moment's warning, make for the warships.",44,0
1071,"Correspondents from all parts were arriving and hounding consuls and naval commanders for transportation to the front, or at least to some point nearer the scene of activities.",44,0
1072,War conditions were everywhere manifest; it was every one for himself; no reliable information could be obtained about anything; all kinds of rumors were afloat.,44,0
1073,"Every one sought information, but could fine none; there was a perplexing mystery about all movements, and mystery always increases apprehension.",44,0
1074,Russian agents had engaged several hundred coolies to work on the Siberian Railway; they were placed on board a ship for transportation to Vladivostok when some misunderstanding about pay arose; then a suspicion was aroused among them that they were to become conscripts for military service in the Russian army.,44,0
1075,"They left the ship in rage and consternation, came ashore in sampans, when thousands of coolies and the rabble of the city gathered around them until the streets near the landing were blocked by a mob of many thousands.",44,0
1076,"This was at once construed as a Boxer uprising; the people of the settlement were thrown into a frenzy of terror; women fled to the small boats on the beach and were soon well out toward the warships; a small band of volunteers which had been organized for protection and composed of clerks and shopkeepers instantly donned their cartridge belts, seized their guns and formed across the street, at the farther end of which was a solid mass of infuriated coolies held back by a cordon of native police.",44,0
1077,"Every man's face showed an expression of fight ""to the death.""",44,0
1078,"He soon arrived in his official chair, accompanied by his usual retinue of subordinate functionaries, followed by a band of soldiers armed, not with their guns, but with bamboo flagellators.",44,0
1079,"After a conference between the Taotai and the European officials, the former harangued the mob, but it refused to disperse, whereupon he ordered the troops to charge with bamboos.",44,0
1080,"It was a spectacle that was suddenly changed from impending horror to the irresistibly ludicrous; a band of imperial soldiers, backed by a line of native police, rushed upon this impenetrable mass of bareheaded coolies, pelting heads and barebacks with relentless fury; the cracks of the bamboos resounded through the streets; they laid on heavy and fast; the front lines of the mob took the brunt, as the great mass was too solid to be quickly moved.",44,-1
1081,"The Taotai sat in his chair and urged on the attack; the vigorously laid on strokes rang like pistol shots; after several minutes the dense black crowd began to fall asunder, when the soldiers could better distribute their blows; soon the wilderness of black heads was a pellmell of ignominious flight, and what might have proved a bloody uprising was averted.",44,-1
1082,"The small plucky band of shopkeepers and missionaries returned to their several places of abode, the terrified women who were in sampans off shore were rowed back, and the consternation gradually subsided; but it was a baptismal scene in the Boxer war not to be forgotten, and showed, moreover, the magical efficacy of the bamboo as an arbitrator.",44,0
1083,"After five days a German merchant ship arrived, bound for Taku: I secured passage and on the following day reached the naval fleet lying ten miles off the mouth of the Pei-ho, in the bay of Pichili.",44,0
1084,It was a magnificent array of warships and capable of inflicting punishment upon the Boxers if they could have been placed within range.,44,0
1085,Our ship anchored with the fleet over night; on the following morning we entered the mouth of the river amidst the ships and forts whose deadly conflicts only a few days before had sent a thrill of horror over the civilized world.,44,0
1086,"We landed on the south bank of the Pei-ho, proceeded a few hundred yards back from the river, and ascended a pilot tower, from which we obtained a panoramic view in the very center of the scene of action which resulted in the capture of the Taku forts.",44,0
1087,"This map gives us a sketch of the Pei-ho River from the Pichili Bay to a point about six miles inland, including the sites of the forts at Taku and the town of Tongku.",44,0
1088,"Find the number 45 in red, inclosed in a circle, and the two red lines which branch from this circle toward the north.",44,0
1089,"45. From Pilot's Tower, Looking North across the Pei-ho River to Northwest Fort, Taku.",45,0
1090,"On both sides of the river, at its mouth, are mud forts similar to the one we see on the opposite side of the river.",45,0
1091,"Almost directly behind us are several other forts, little more than a half mile distant; these, with the North Fort and the Northwest Fort before us, at one o'clock on Sunday morning on June 17, 1900, opened fire with all their guns on the small warships which were lying in that narrow stream off to the left.",45,0
1092,"The contest was hot, but of short duration, as by 7 o'clock in the morning two of the forts had been blown up and all the others carried by assault.",45,0
1093,"The particulars of that battle are familiar to every one, but no written description can ever convey to you so vivid an idea of the appearance of the now famous mud forts at Taku, the river, and the surrounding country, as this opportunity to view them for yourself.",45,0
1094,"You see the level mud flats extending to the horizon; the view is the same in every direction, except toward the sea.",45,0
1095,Now you can tell exactly how those forts appear; you can even distinguish the patches of clay detached by the impact of shell.,45,0
1096,"You can almost see the guns on the wall; you can see the flag-poles and flags; indeed, that near pole is not only a flag-pole, it is also used for sending dispatches to the fleet by wireless telegraphy.",45,0
1097,"They consist of vast masses of well-put-up clay, which offers more effective resistance to shell than solid masonry; but how they are built, and how mounted with the most improved ordnance, you will see better when we take our next position on the top of the wall of the Northwest Fort, at the left-hand corner, in line with that warship.",45,0
1098,"Let me call your attention briefly to the buildings near us, that you may know how the houses in Taku are built, and not only in Taku, but throughout the whole valley of the Pei-ho to Pekin I mean of mud, though what you see here are well-made houses and occupied by Europeans.",45,0
1099,"The two buildings at our feet are portions of the Taku Hotel, which I occupied on three different occasions.",45,-1
1100,These so-called mudhouses have walls and roof built up of bundles of reeds coated with the universal clay of these alluvial plains.,45,0
1101,"The countless villages and towns scattered over these vast northern tracts are constructed largely of mud or clay; they have a miserable appearance, but they are warm and inexpensive.",45,-1
1102,A mudhouse to accommodate a small family does not cost half the sum required to build a well-to-do farmer's pighouse in Western countries.,45,-1
1103,"This part of Taku is known as Pilot-Town, because it is the home of many pilots whose services are in great demand on account of the difficulties in navigating the shallow and tortuous river.",45,0
1104,Our position here is on the top of a pilot's lookout; you may see another lookout beyond the line of buildings on our left.,45,0
1105,"Before leaving this pilot's lookout, I must call your attention to a causeway which begins at the right-hand side of that Northwest Fort; it extends to the North Fort on the same side of the river and which we can see better from our next position.",45,0
1106,"Now we are to descend, cross the river in a sampan and enter that Northwest Fort at the gateway at the southeast angle;",45,0
1107,we shall ascend the wall at the southwest angle and stand beside a modern gun which did its share of damage to the fleet of the allies and still remains intact.,45,-1
1108,On the map of Taku our position is given by the red lines which branch toward the southeast from the encircled number 46.,45,0
1109,"46. Looking down the Pei-ho River toward the North Fort and Bay, from Northwest Fort, Taku.",46,0
1110,Again you can see the character of the surrounding country; you can see the bay of Pichili and almost descry some of the nearer ships of the fleet ten miles away.,46,0
1111,"In that stretch of water, near the mouth of the river, lies the great obstruction to ships entering the river; I mean a sand-bar lying only a mile or two out from the mouth of the river, and on which often may be seen several ships entrapped by low water and awaiting high tide.",46,0
1112,"You can see shipping on the river, the width of the Pei-ho, and almost the muddy character of the water; you can see the North Fort with the flag of the victor flying over it; you can see the long causeway, leading from the fort on which we stand to the North Fort.",46,0
1113,"You can see how exposed they were; they could not advance over the level ground in open order, as it is covered with mud and water so that the daring sally was made in close order over that long distance.",46,0
1114,This sentinel told me that a handful of old women (Western) in yonder fort with the guns trained on the causeway could have held it against ten thousand men; but John Chinaman is no warrior.,46,0
1115,"The term mud always conveys a significance of meanness which naturally leads one to consider them as crude heaps of dirt; now that we see them, we find they are well-built forts with bastions, ramparts, moat and armament which probably could be tagged ""made in Germany.""",46,0
1116,That long breech-loading rifle was not made in China; that steel shield for protecting the gunners is up to date.,46,0
1117,"The shield of the gun next to this, on our left, was penetrated by a three-inch shell, and the brains and blood of the gunner remained spattered on the breach of the gun.",46,0
1118,"This guard you see to our right, neatly dressed in white with his LeeMetford rifle at his side, is a British Marine.",46,0
1119,All steamers with cargo and passengers for Tien-tsin and Pekin proceed five miles beyond Taku to Tongku.,46,0
1120,"We shall now follow the narrow, winding Pei-ho to the latter place and from the deck of our steamer at the landing look out upon the ravages of war.",46,0
1121,"47. Burning of Tongku-U. S. S. ""Monocacy"" at Landing with Hole through Bow made by Chinese Shell.",47,0
1122,"The relief expedition under Admiral Seymour had failed to reach Pekin, and after great loss and privation had returned to Tien-tsin.",47,0
1123,"Notwithstanding the gloomy news from every quarter, every foreign warship flung out the Stars and Stripes in honor of the American nation's birthday.",47,0
1124,"There was no jubilant popping of firecrackers, which we are wont to hear on this festal day, but there was the crackling of destructive flames which were everywhere devouring the vacated homes of the terrified inhabitants.",47,0
1125,"On the following day, news came that the relieving force which had been dispatched to Tien-tsin had been driven back and might have to retreat to the seacoast.",47,0
1126,The crippled ships which had been in conflict at Taku were strung along the river in different stages of convalescence.,47,0
1127,"Refugees were hourly arriving from Tien-tsin; some, finding passage in departing steamers, while others found temporary shelter on the ""Monocacy.""",47,0
1128,At low tide the opposite shore is lined with bloated human forms which have floated down from villages up the river where the Boxers have done their bloody work or where the Russian relief force slaughtered everything before it on its march to Tien-tsin.,47,0
1129,"the steed, The mustering squadron, and the clattering car Went pouring forward with impetuous speed,",47,0
1130,"All railway communication was cut off, and the military at Tien-tsin were driving civilians away, and no hotel or lodging place could be found in Tongku.",47,0
1131,"On the second day I asked for permission to sleep on the bare deck of the ""Monocacy,"" but my modest request was roughly refused by the Captain, who, with the officious consequence of a man commanding nothing better than an oldfashioned side-wheel tub that had been thirty years poking her prow into the mud banks along the Yang-tse, said he was reserving all space for missionaries.",47,0
1132,"Accompanied by a young Swiss gentleman, I trudged several times the length of the slough-bound town to obtain only space in which to sleep for one night, hoping the following day to find some way of reaching Tien-tsin.",47,0
1133,"Fortunately we fell in with a Russian officer, who, learning of our straits for a lodging place, in the blandest and most hospitable manner told us to follow him to the railway station and he would find us a room where he and his fellow officers were temporarily quartered.",47,-1
1134,"A Russian servant was turned out of a small hot room which was furnished with two small benches; on these we slept, each wrapping his coat about his head as a protection against myriads of flies-army flies, I suppose.",47,0
1135,"I have often had occasion to entertain very high opinions of Russian gentility and politeness, while my opinions of the government are quite otherwise.",47,0
1136,"The charming manner of a Russian gentleman is remarked by every one; and if there is one fault more conspicuous than another in our own country, I should name it national lack of courtesy.",47,0
1137,"We made a slender morning repast from articles we bought from the steward of the German ship, and then I left my companion and set out to find transportation to Tien-tsin.",47,0
1138,"I went on board, and a soldier in command said he was neither authorized to carry nor to refuse to carry any one.",47,0
1139,"""Tien-tsin is the best place I know of to leave, just now; but go if you like,"" said the blunt commander of the little commissary craft.",47,0
1140,"Yesterday it was nip and tuck all day, and the Allies may be driven down here to-day, but if you are fond of shells bursting in your hair, go.",47,0
1141,"""Well, I've never experienced shells in that way,"" I replied, ""but, as the Chinamen say, I will have a 'look see.'”",47,0
1142,"We were constantly passing dead bodies floating down, and, on either bank of the river, at every turn, hungry dogs from the deserted villages could be seen tearing at the swollen corpses left on the banks by the ebb tide.",47,0
1143,"It was forty miles of country laid waste, deserted homes, burned villages, along a river polluted and malodorous with human putrefaction.",47,0
1144,The city had been reinvested; the previous day had witnessed a stubbornly contested attack at the railway station.,47,0
1145,"Conflagration had already laid waste the entire French Concession and a good part of the English; housetops were covered with extemporized defenses; storehouses had been employed to provide defensive barricades; bales of wool, bags of peanuts, sacks of licorice-root and sacks of rice, in enormous quantities, had been utilized for breastworks.",47,0
1146,"Near the center of the map we see the rectangular outline of the Native City, the heavier black line showing the course of its encompassing brick wall.",47,0
1147,The Pei-ho River winds among the outlying villages in a general course from the northwest toward the southeast.,47,0
1148,"The Japanese, French, British and German Concessions lie to the southeast of the Native City on the river's right bank; the proposed Russian Concession is on the left bank.",47,-1
1149,"An earth or mud wall encircles the entire area covered by the old city, the villages and the Foreign Concessions.",47,0
1150,"By much effort I had made my way up the Pei-ho to a point near that first bend toward the left, or west.",47,0
1151,One of the first places we shall visit together is the pontoon bridge made by the French opposite the French Concession.,47,0
1152,"We are to stand as the red lines connected with the number 48 show, on the left bank of the river, and look toward a street and range of buildings on the opposite bank, a part of the French Concession.",47,0
1153,"48. Horrors of War-Dead Chinese floating in the Pei-ho, showing riddled Buildings along the French Bund, Tien-tsin.",48,0
1154,"Many talk of the horrors of war who know little of their actualities, and for that reason such a scene as this, though it is repulsive, is also educative; for, to know truly, you must see, and even this repellent scene is but a slight hint of war's horrors.",48,0
1155,"For ten days before I came here, dead bodies, in incredible numbers, had been floating down the river, and, several times a day coolies were sent to this place with poles to set free the accumulation of bodies and allow them to float down stream.",48,0
1156,"At this moment, you see, there are only four or five in view, but at other times there are large numbers, especially in the morning, after a night's accumulation.",48,0
1157,"Many of these dead have been killed by the relief troop who first entered Tien-tsin; others, by the second advance of reënforcements, and many, previously, by the Boxers and were probably Christian converts.",48,0
1158,"This part of the city, lying between the railway station and the French Concession, was the center of the heaviest firing on several occasions, and every building is gutted by fire or riddled with shot.",48,0
1159,We are looking nearly south; the railway station is less than a quarter of a mile behind us and is surrounded by a suburban population.,48,0
1160,The shattered windows and pierced walls everywhere tell how the showers of shot swept everything at this point.,48,0
1161,You see the shell mementoes on this building at the right; there are other buildings along this Bund even more thoroughly scarred than those.,48,0
1162,Military orders were given that no water should be used unless boiled; but the order was often disregarded.,48,0
1163,"Soldiers frequently have little regard for sanitary orders or law, and have a happy way of turning privations and hardships into fun.",48,0
1164,"These poor fellows will, in their turn, float down the river to feed the starving dogs of the river-side villages, and yet, they are somebody's dear ones, and none will ever know how many thousands have been thus borne away uncoffined on the turbid waters of the Pei-ho.",48,0
1165,"We will leave this grewsome scene, pass out upon the Bund, and turning to the left, follow it for a mile downstream to a point in the river where small boats depart for Tongku.",48,0
1166,"At this time a walk along this street on the river is a perilous undertaking— sniping"" is constantly going on and there is scarcely a minute when one cannot hear the ominous hiss of passing bullets.",48,0
1167,"Once I stood talking with a soldier, only for a few moments, when he ejaculated: ""Come out of this! Didn't you hear that bullet come between us?""",48,0
1168,At length we arrive at the place where barges have been brought in to convey native Christian refugees to Tongku and other places of safety.,48,0
1169,"It is evident from the flight of these poor native Christians that there is still no security for life here in Tientsin; even after the arrival of ten thousand foreign troops, a feeling of anxiety and uncertainty prevails.",49,0
1170,"We see before us only a handful of native Christians, many women and children among them, with coolies to assist in carrying a few bundles which contain all they have left of material possessions.",49,0
1171,"The order has been given to go aboard, and these are the first of the line from an assemblage that will pack that big iron barge; and thus they have been leaving since the river was cleared for the passage of boats.",49,0
1172,They go they know not where; they know not whether they will ever return; their homes are burned; their friends are scattered and many of them killed.,49,0
1173,"Their mothers can only tell them that their own bad people have burned their homes and now seek to kill them, but the foreigner will save them; this is all they can be made to understand; they have curious little child-thoughts of their own about it all, but with undiminished faith in maternal guardianship, they cling to their mother's hand, unconscious of their hapless fate.",49,0
1174,"We will leave these fleeing refugees now and retrace our steps over half a mile along the river bank to the Church of the Apostolic Mission, where there are assembled and fed between five and six hundred refugees.",49,0
1175,50. Chinese Christian Refugees gathered by Father Quilloux into the Apostolic Mission during the Bombardment of Tien-tsin.,50,0
1176,"This church is situated on the boundary between the English and French Concessions, and escaped, in quite an extraordinary way, destruction from both fire and shell, although in the direct line of bombardment.",50,0
1177,"Soon after my arrival in Tien-tsin I met this worthy father, who told me how large a flock he was sheltering and feeding in the basements and cellars of his church and other church buildings.",50,0
1178,"He said if I would come on the following day, he would do what he could to induce his terrified flock to leave the cellars and come out into the court for a few minutes, but I must be in readiness to operate quickly and not expose them too long to the bursting shells.",50,0
1179,"They were all notified to be in readiness at a given hour, and when I had taken my position, Father Quilloux and another father led the way out into the open yard, followed by this cowering host-men, women and children-young and old.",50,0
1180,"Scarcely had they assembled when a shell burst overhead with the crash of a near thunderbolt; they ducked and trembled and began to show an agony of impatience, when Father Quilloux called out from his position in front: ""Be quick! They are afraid!""",50,0
1181,"The work was done hastily, and it did not seem that the whole time occupied could exceed three minutes, and yet three shells exploded very near during that brief space.",50,0
1182,"You may notice all conditions of people in this gathering; on the left, near the front, are three small children carried in arms; further back, on the left, I see two gray heads; on the right, in front, some fairly pretty girls.",50,0
1183,"He pointed out to me a fresh grave, near us on the left, where on the previous day he had buried one of them.",50,0
1184,"A hundred sights in Tien-tsin alone would give you a fuller conception, but even the greatest number could not tell vou all.",50,0
